company_name,industry,headquarters,founder_experience,total_funding_usd,num_funding_rounds,investors_count,status,last_funding_year,last_funding_month,founded_year
"Ellis, Tucker and Howard",Biotech,Israel,28.0,54925191,5,7,fail,6,6,2
Love-Simpson,SaaS,Singapore,3.0,15400518,2,6,fail,2,9,2
"Lowe, Cline and Roberts",EdTech,Canada,0.0,10805061,3,5,success,11,3,10
"Harrison, Ramos and Morales",HealthTech,Germany,0.0,15896264,1,5,fail,10,2,3
"Fox, Jones and Mitchell",AI,India,0.0,29509344,2,2,fail,7,7,6
Burton Group,AI,Germany,0.0,18097092,1,6,fail,8,12,5
Smith-White,Biotech,Singapore,1.0,34720015,2,8,fail,4,10,4
"Ellis, Hernandez and Cunningham",EdTech,UK,1.0,9085664,1,2,fail,5,10,3
Daugherty-Adkins,AI,US,3.0,23025220,4,6,success,14,3,12
Davis LLC,E-Commerce,US,2.0,13251515,6,9,success,5,11,3
Sullivan LLC,HealthTech,India,2.0,10404926,2,4,fail,12,10,10
Glenn Group,FinTech,US,5.0,15732556,1,5,fail,11,5,3
Wong PLC,EdTech,Israel,1.0,6507290,1,3,fail,14,3,10
Gonzalez Inc,FinTech,UK,12.0,21848139,2,7,success,12,1,3
Fernandez-Flores,FinTech,UK,3.0,19293444,4,4,success,9,4,7
Bradshaw-Cook,EdTech,US,4.0,10789874,2,4,fail,7,6,3
Williams-Gilmore,E-Commerce,India,0.0,14204102,1,7,fail,14,3,11
"Hodges, Johns and Garner",AI,India,4.0,45905187,8,9,fail,14,3,12
Johnson LLC,Gaming,Germany,2.0,12820533,1,3,fail,14,3,11
Hanna Ltd,E-Commerce,US,12.0,20320504,7,5,fail,12,8,8
"Woods, Cuevas and Douglas",HealthTech,Singapore,10.0,27258710,2,7,fail,14,3,8
"Sullivan, Randolph and Bush",FinTech,UK,5.0,25525239,2,2,fail,2,1,1
Foster Group,FinTech,UK,7.0,15464976,2,5,fail,7,8,0
"Robinson, Santana and Roberson",FinTech,Israel,5.0,21407682,3,6,fail,10,10,4
Sosa-Serrano,FinTech,Singapore,0.0,17684409,2,6,fail,11,8,9
"Reid, Cooper and Bishop",E-Commerce,US,6.0,18119174,2,1,fail,11,10,2
Olsen and Sons,E-Commerce,Canada,0.0,15347294,5,4,fail,8,4,7
"Ramirez, Sanders and Willis",EdTech,US,5.0,13613641,1,2,fail,13,5,12
Blake-Mitchell,Gaming,India,3.0,7238899,1,6,fail,14,3,6
Cordova Ltd,AI,UK,3.0,30352720,2,6,success,7,1,0
"Smith, Martinez and Porter",FinTech,India,2.0,26158942,4,3,success,14,3,11
Alvarez-Blake,EdTech,UK,5.0,9317010,1,1,fail,11,12,9
Brown Ltd,E-Commerce,UK,3.0,16040772,6,4,fail,14,3,6
"Holmes, Landry and Mccall",FinTech,UK,16.0,32803657,3,4,fail,11,6,7
Conner Ltd,SaaS,US,2.0,10074262,1,5,fail,12,1,6
Thompson LLC,E-Commerce,Canada,3.0,12331896,1,6,success,14,3,8
Perez Inc,HealthTech,India,9.0,29521840,3,4,fail,5,10,5
Richardson-Vasquez,Gaming,India,1.0,11361719,3,1,fail,8,7,1
"Miller, Brady and Henry",Gaming,Singapore,7.0,9508795,1,6,success,4,11,3
"Bush, Martin and Mendoza",E-Commerce,India,0.0,8979599,1,3,fail,2,8,1
"Watts, Klein and Conrad",AI,UK,0.0,27156448,8,4,fail,11,5,7
"Martinez, Evans and Lambert",EdTech,US,6.0,9522769,3,4,success,14,3,10
Gonzales-Hamilton,AI,Canada,0.0,25972183,7,5,fail,11,6,10
"Jones, Hayes and Schneider",Biotech,US,3.0,30567149,2,6,success,8,8,0
"Jacobson, Cherry and Montgomery",HealthTech,India,2.0,26473273,2,4,fail,9,5,3
Bell Group,Gaming,UK,5.0,12833342,1,3,fail,14,3,11
Prince-Sullivan,Biotech,UK,0.0,21644346,1,7,fail,4,9,1
Carey-Thomas,HealthTech,Germany,0.0,12738500,5,3,success,14,3,12
"Powers, Robertson and Sutton",SaaS,Israel,2.0,10740316,3,3,fail,12,6,7
"Houston, Roberts and Willis",EdTech,Germany,8.0,9885162,2,3,fail,14,3,11
Chapman and Sons,SaaS,Germany,4.0,10457774,1,5,fail,14,3,9
Barajas-Sanders,E-Commerce,US,11.0,21771934,1,5,success,3,11,3
Patterson-Johnson,EdTech,Singapore,1.0,8284339,2,1,fail,10,7,7
Ryan Group,SaaS,Israel,4.0,11394883,3,7,fail,7,4,2
"Harrison, Gilmore and Reyes",E-Commerce,US,5.0,9743065,1,1,success,3,6,0
Walton-Cochran,HealthTech,UK,6.0,21824175,3,6,fail,11,1,7
Williams-Archer,FinTech,Germany,22.0,35888001,7,5,fail,14,3,11
"Hall, Kline and Haney",AI,India,3.0,17021914,1,3,fail,9,1,1
"Sparks, Green and Davila",Biotech,Israel,2.0,31535922,4,7,success,7,7,5
"Foster, Ellis and Mullen",SaaS,UK,9.0,25120090,3,4,fail,8,2,4
Rios Inc,AI,US,0.0,21322563,1,4,fail,12,12,4
Nelson-Smith,E-Commerce,India,2.0,13828483,1,1,success,13,1,8
Johnson PLC,HealthTech,India,1.0,24772810,2,2,success,4,4,2
Ferguson PLC,AI,Germany,2.0,28061975,2,6,success,7,7,1
Gray-Hull,E-Commerce,UK,21.0,23941122,1,3,fail,9,12,4
Morgan Inc,AI,US,2.0,20081156,6,7,success,12,8,7
Thomas-Hernandez,Biotech,US,6.0,43666248,6,4,success,6,3,2
Knight-Long,AI,India,1.0,13796191,1,5,fail,3,2,0
Adams Ltd,AI,Germany,1.0,23232239,4,5,fail,14,3,10
"Clark, Morrison and Brown",FinTech,Germany,1.0,19601603,4,7,fail,8,2,2
Lucas PLC,Biotech,India,4.0,37882017,4,5,success,9,2,6
"James, Adkins and Garrett",SaaS,US,1.0,14193563,2,7,fail,8,5,3
Bryan-Jackson,Gaming,US,6.0,10484597,1,4,fail,12,8,10
"Green, Hernandez and Miller",E-Commerce,US,5.0,21569654,1,5,fail,7,3,5
Bailey LLC,AI,Canada,2.0,23668883,2,5,success,5,4,3
Wright PLC,HealthTech,India,0.0,3617747,1,2,fail,14,3,7
Miller-Maxwell,EdTech,UK,3.0,10219322,8,5,fail,9,6,6
Schultz-Johnson,Gaming,Singapore,9.0,16131653,1,1,fail,5,6,3
Yoder-Castro,HealthTech,Singapore,4.0,18335640,2,5,fail,14,3,11
Faulkner-Phillips,FinTech,Singapore,2.0,19466615,1,5,success,13,6,9
"Owen, Maynard and Wilcox",EdTech,Germany,10.0,11540540,1,3,success,10,1,8
"Perez, Nichols and Shannon",E-Commerce,Germany,1.0,8171836,1,3,fail,8,3,4
"Salazar, Jennings and Gordon",AI,Germany,2.0,31892316,2,4,fail,12,11,6
"Dennis, Jordan and Vargas",EdTech,Israel,4.0,6900361,2,3,fail,13,10,5
Esparza Group,E-Commerce,Singapore,1.0,12785335,2,3,fail,8,3,0
Odonnell-Carpenter,SaaS,India,30.0,30044959,7,8,success,2,12,1
Powell-Lopez,AI,India,3.0,28390971,2,8,fail,8,7,0
Ashley-White,Gaming,India,0.0,13606560,1,2,success,3,8,1
Chapman-Jones,E-Commerce,UK,0.0,11023248,1,3,fail,6,3,2
Peters-Martin,Gaming,Germany,3.0,8208624,2,3,success,4,12,1
"Pierce, Anderson and Sullivan",HealthTech,India,20.0,13674478,3,3,fail,14,3,8
Baird-Turner,FinTech,US,4.0,23401748,5,6,success,2,7,1
"Smith, Pearson and Love",E-Commerce,Singapore,5.0,17784378,7,2,fail,8,10,7
Bruce and Sons,Gaming,US,1.0,14225193,4,5,fail,8,5,7
"Jones, Stevens and Dominguez",E-Commerce,US,0.0,10330131,1,2,success,7,11,2
Jenkins-Ramirez,SaaS,Germany,4.0,15361690,1,4,success,7,11,4
"Walker, Collins and Phillips",E-Commerce,US,10.0,17641621,1,5,fail,3,11,2
"Sanders, Mcdaniel and Riley",E-Commerce,US,4.0,11664576,1,2,success,14,3,11
"Stone, Robles and Weiss",Gaming,US,2.0,12869248,1,2,success,13,9,11
"Poole, Miller and Montoya",E-Commerce,US,4.0,20668211,6,4,success,14,3,11
Powell PLC,SaaS,India,3.0,15280272,8,2,fail,12,7,9
Newton Group,HealthTech,US,0.0,14327722,1,3,success,14,3,11
Welch-Brown,Biotech,India,6.0,37530647,7,4,fail,14,3,12
Cunningham-Clements,AI,US,3.0,27658822,2,6,success,9,9,8
Smith Inc,SaaS,Germany,2.0,8114403,1,2,fail,14,3,12
"Nunez, Kelly and Hughes",FinTech,US,4.0,20456824,1,8,success,14,1,11
Moody-Patton,AI,US,1.0,14313757,1,2,fail,2,7,1
"Lee, Miller and Thompson",Gaming,US,2.0,7897747,4,4,fail,14,3,9
Hernandez-Meyer,E-Commerce,India,4.0,11559801,1,2,success,8,12,2
Davis-Pennington,FinTech,India,1.0,11372292,2,4,success,12,5,10
Moore Ltd,E-Commerce,India,6.0,17748604,4,3,fail,9,5,1
Walsh-Patterson,E-Commerce,Singapore,3.0,10993917,1,4,fail,8,11,3
Bell-Lang,HealthTech,Israel,9.0,15728482,1,5,fail,4,8,1
Nielsen LLC,EdTech,UK,9.0,10708976,2,4,fail,9,10,5
Barron-Deleon,HealthTech,US,3.0,18019382,1,7,fail,14,3,8
Jones Inc,E-Commerce,UK,1.0,18739860,1,2,fail,14,1,6
Nguyen Inc,EdTech,US,6.0,13600305,1,5,fail,9,2,6
Obrien PLC,AI,Germany,2.0,24221951,2,4,fail,14,3,12
"Snyder, Contreras and Hernandez",EdTech,US,4.0,11454182,1,6,fail,14,3,7
Kline-White,Biotech,Canada,3.0,38203951,3,6,success,10,8,6
"Chavez, White and Moore",FinTech,Singapore,4.0,26704428,5,2,fail,10,12,4
"Harris, Cummings and Tate",HealthTech,India,2.0,13690688,8,6,fail,3,11,2
Hale-Vasquez,E-Commerce,India,19.0,27331081,1,6,success,10,2,5
"Sanders, Hoover and Fitzgerald",FinTech,US,2.0,19709908,2,6,success,9,6,5
Stone Inc,FinTech,Israel,5.0,21352449,4,5,success,4,5,4
"Smith, Zuniga and Carter",E-Commerce,India,4.0,20025216,2,4,fail,9,3,7
Glass-Perez,E-Commerce,US,0.0,6969249,1,4,fail,14,3,12
Francis-Ruiz,Gaming,Germany,6.0,11431999,6,2,fail,9,7,2
"Rodriguez, Clark and Thomas",EdTech,US,1.0,11421577,1,2,fail,8,4,1
White Group,Biotech,US,8.0,27164611,3,4,success,12,5,7
Sims-Shelton,AI,India,4.0,19652603,8,4,success,8,7,1
Bennett LLC,HealthTech,UK,1.0,14871683,1,2,fail,8,9,2
Lowery Inc,E-Commerce,UK,6.0,17550243,1,3,fail,6,4,2
Pham and Sons,E-Commerce,US,3.0,8902410,1,2,fail,8,1,1
Haley-Garcia,EdTech,India,5.0,7322210,1,5,fail,11,7,4
Morrow-Cameron,AI,US,0.0,22407103,1,4,fail,13,9,11
Edwards-Brown,E-Commerce,Singapore,7.0,15256886,3,2,fail,11,4,9
"Davis, Hansen and Jackson",FinTech,US,1.0,22975484,2,2,success,14,3,10
"Brown, Miller and Salazar",FinTech,US,4.0,29436561,4,5,success,14,3,12
Grant Group,HealthTech,Singapore,0.0,6806658,2,6,fail,4,4,2
Salazar and Sons,FinTech,Singapore,1.0,10204357,1,4,success,5,11,3
"Adams, Villarreal and Holland",SaaS,Canada,5.0,13687165,2,3,fail,6,9,5
Robbins LLC,FinTech,US,1.0,25616251,2,7,fail,4,8,3
Boyd-Gray,EdTech,India,10.0,10100338,1,6,fail,13,9,5
"Molina, Gonzalez and Wade",E-Commerce,India,5.0,9192297,1,5,fail,14,3,12
Johnson Inc,FinTech,Canada,10.0,22336396,2,2,fail,14,3,7
"Day, Baker and Thomas",SaaS,US,2.0,11274457,8,2,fail,14,3,10
Gray-Harvey,AI,US,0.0,7897289,1,1,success,13,4,5
"Johnson, Lowe and Lopez",HealthTech,India,4.0,18719526,1,2,fail,14,3,10
Williams Group,Gaming,US,2.0,11287808,1,4,fail,7,4,6
Carlson-Wright,FinTech,UK,2.0,23804275,1,6,fail,12,2,4
Henderson Inc,HealthTech,Canada,5.0,22726463,5,4,fail,4,3,3
Parsons LLC,SaaS,Germany,6.0,22588712,2,3,fail,14,3,11
Phillips and Sons,EdTech,India,0.0,10095838,1,3,fail,9,2,6
Boone Group,E-Commerce,Israel,7.0,13803379,3,4,success,9,6,2
Cruz-Moran,E-Commerce,US,3.0,32408693,2,7,fail,10,4,4
Hubbard PLC,Gaming,US,3.0,12567402,1,3,fail,11,10,10
Grant-Williams,E-Commerce,India,1.0,17187789,4,6,success,13,2,12
Williams Group,HealthTech,US,2.0,14258833,2,8,fail,14,3,11
"Leblanc, Holt and Small",AI,US,6.0,38497292,3,5,fail,11,8,5
Nelson Inc,E-Commerce,Israel,5.0,17654565,2,3,fail,7,9,3
"Villa, Ortiz and Frazier",AI,India,1.0,27627539,4,4,success,10,11,7
Leon-Sanders,E-Commerce,US,8.0,16452678,1,7,fail,14,3,6
Sherman-Harvey,EdTech,US,4.0,5806944,6,1,fail,11,12,8
"Bernard, Schmidt and Thompson",Biotech,US,7.0,26136746,1,10,fail,12,1,6
Morris PLC,HealthTech,US,3.0,16574424,4,5,fail,5,10,0
Bailey-Clark,FinTech,US,1.0,31210144,4,7,success,5,7,3
"Cooper, Little and Hale",Gaming,UK,2.0,11120926,8,1,fail,14,3,8
"Edwards, Zamora and Hawkins",E-Commerce,India,2.0,8873950,2,4,fail,14,3,10
Green-Hill,E-Commerce,US,2.0,14232813,1,5,success,3,10,2
Ball and Sons,AI,Germany,1.0,29182805,6,7,success,8,5,7
"Summers, Jenkins and Moore",EdTech,Germany,7.0,15407758,4,3,fail,14,3,7
Martinez-Hickman,SaaS,India,0.0,12685837,1,4,fail,10,10,4
Gallegos-Brown,Gaming,US,10.0,14177279,2,2,fail,14,3,9
Lee-Robinson,E-Commerce,Israel,0.0,12407055,3,4,fail,10,8,7
"Payne, Morton and Fisher",E-Commerce,UK,19.0,22400513,2,8,fail,14,3,9
Curry-Riley,AI,US,22.0,52130423,8,6,fail,4,12,1
Hughes Ltd,AI,India,22.0,46295992,3,6,fail,14,3,10
Montoya PLC,E-Commerce,UK,10.0,15904369,1,4,success,9,11,5
Vega Ltd,HealthTech,India,0.0,13043432,1,7,fail,0,12,0
Koch-Turner,EdTech,Germany,0.0,7042887,1,1,fail,14,1,8
Parker-Chaney,SaaS,UK,1.0,7244707,1,2,fail,6,10,4
Boyd-Martinez,AI,US,4.0,26261140,3,6,fail,1,7,0
Roach-Baker,HealthTech,US,0.0,15068812,2,6,fail,14,3,6
Mccoy-Pineda,E-Commerce,US,0.0,14450436,5,4,fail,14,3,12
Roth LLC,SaaS,India,15.0,19704219,3,5,fail,5,4,2
"Miller, Harrison and Heath",E-Commerce,US,26.0,17109520,1,6,success,11,9,9
Frank-Daniels,EdTech,UK,8.0,16874402,2,2,fail,14,3,5
Hernandez-Howard,AI,US,3.0,36276644,4,5,success,14,3,7
Dougherty PLC,HealthTech,Germany,11.0,29535027,2,4,fail,9,7,7
Travis-Tapia,SaaS,Germany,0.0,18893981,3,4,fail,14,1,5
"Gomez, Dixon and Bennett",FinTech,US,14.0,29974086,2,2,fail,11,4,10
"Robinson, Harvey and Nguyen",AI,UK,2.0,22249017,4,3,fail,13,2,12
"Arnold, Green and Reid",HealthTech,Singapore,9.0,22838877,1,5,fail,13,11,9
Gilbert-Turner,FinTech,US,5.0,18763851,2,5,fail,3,12,2
"Myers, Clark and Jones",AI,Israel,16.0,39494883,8,6,fail,9,6,5
"Snyder, Garcia and Hoffman",AI,UK,10.0,43106435,6,9,success,14,3,12
Miller PLC,EdTech,India,10.0,13393041,3,3,fail,1,6,1
Bell-Dyer,EdTech,US,4.0,6202888,1,2,fail,14,3,9
Anderson-Martinez,EdTech,Germany,8.0,11992717,1,2,fail,13,1,12
"Morrison, Beck and Pearson",E-Commerce,India,7.0,10953258,5,3,fail,6,12,2
Finley Inc,AI,Germany,0.0,15430742,4,2,fail,13,4,4
"Smith, Edwards and Peterson",AI,Canada,5.0,13413736,4,3,fail,9,2,7
"Graves, Hawkins and Mccarthy",E-Commerce,India,0.0,9111965,5,1,fail,10,8,6
Smith Inc,AI,US,10.0,44901657,4,8,fail,13,6,12
Lane Group,E-Commerce,US,0.0,29624642,5,4,success,9,10,4
"Li, Buckley and Nelson",HealthTech,US,21.0,37608459,8,4,success,12,11,10
"Williams, Fletcher and Rodriguez",Gaming,Israel,2.0,8130152,1,2,success,10,4,9
Chambers-Graham,FinTech,US,0.0,5106333,1,5,fail,9,5,8
Sanchez and Sons,E-Commerce,US,3.0,19350424,1,5,fail,14,3,11
"Villa, Carlson and Williams",E-Commerce,US,0.0,17930361,8,4,fail,12,8,11
White Inc,E-Commerce,Israel,3.0,30352620,3,4,fail,10,4,6
Lowery-Morse,FinTech,India,7.0,35797054,3,7,fail,14,3,12
Walton-Flores,Gaming,Singapore,1.0,12479146,1,5,fail,8,4,0
"Paul, Graham and Cole",SaaS,Germany,3.0,23206485,8,5,fail,9,8,8
Wood Ltd,EdTech,Canada,6.0,9308881,1,1,success,12,11,10
Cross LLC,E-Commerce,US,15.0,25524429,4,5,fail,2,8,0
Lewis Inc,Biotech,US,0.0,28093996,4,5,success,14,3,8
"Short, Parker and Simpson",SaaS,US,0.0,14074980,8,2,fail,9,4,8
"Brown, Johnson and Harrison",AI,India,3.0,36668321,2,6,fail,8,10,4
"Ray, Johnson and Jones",EdTech,Germany,2.0,2112615,3,1,success,4,12,0
Mcclure PLC,AI,US,2.0,21687561,2,8,success,12,10,10
Patel-Russell,AI,US,1.0,10925127,5,5,success,9,7,3
"Guzman, Gutierrez and Wilson",E-Commerce,UK,4.0,10425912,2,5,success,4,12,3
Bowers-Wells,E-Commerce,US,10.0,12338719,2,3,success,14,3,9
Lewis-Brown,FinTech,India,0.0,37189551,7,5,success,14,3,9
"Thomas, Diaz and Parker",E-Commerce,US,1.0,12806093,3,4,fail,12,4,6
Jones-Davis,EdTech,UK,5.0,8727224,4,1,fail,7,1,1
"Wong, Gross and Owens",Biotech,India,0.0,15264760,3,6,fail,14,3,10
Woodward Inc,Biotech,UK,5.0,27133222,2,3,fail,13,9,4
Black LLC,AI,US,1.0,30702964,4,9,fail,3,3,2
Graves-Key,AI,US,2.0,20574805,2,3,success,14,3,9
Clay Ltd,HealthTech,Canada,2.0,16220202,3,3,fail,14,3,12
Ross Inc,EdTech,Germany,2.0,4554703,1,2,success,9,11,4
Brown-Smith,FinTech,India,9.0,25610522,3,4,fail,8,1,8
Garcia Ltd,E-Commerce,UK,14.0,23913369,3,5,success,14,3,9
"Brown, Walker and Taylor",EdTech,US,3.0,12612105,8,5,fail,12,2,10
Rodriguez Group,E-Commerce,Canada,4.0,14456374,1,4,fail,8,11,2
Martinez PLC,FinTech,Germany,0.0,18435011,2,4,success,0,7,0
Burton-Hall,SaaS,India,6.0,15473703,2,7,fail,7,5,0
Andrews-Ramirez,FinTech,US,0.0,14067350,2,4,fail,14,3,8
Rose-Smith,FinTech,UK,1.0,18606427,2,1,fail,5,7,2
"Cooper, Harrell and Hutchinson",HealthTech,Singapore,1.0,14211270,8,6,fail,14,3,12
Smith LLC,HealthTech,US,0.0,16169702,5,3,fail,7,6,3
Garza-Khan,E-Commerce,Germany,13.0,23597585,6,3,success,5,6,1
Kaiser-Ruiz,SaaS,US,7.0,17936386,2,8,fail,9,2,3
"Gilbert, Bowers and Mack",HealthTech,Israel,3.0,17312941,1,4,fail,5,2,3
Crawford Ltd,AI,US,3.0,22653380,5,6,fail,4,7,2
"Stewart, Charles and Davenport",EdTech,UK,2.0,10053341,1,4,fail,8,7,3
"Lee, Tucker and Ward",EdTech,US,4.0,10050199,3,5,fail,5,9,5
Whitney and Sons,AI,US,2.0,32270643,2,4,success,2,4,2
"Gomez, Thompson and Webb",Gaming,Israel,1.0,13633117,1,2,fail,10,5,5
Higgins PLC,HealthTech,Germany,4.0,16145733,2,5,fail,2,7,1
Stevens-Warren,AI,US,2.0,8892529,1,2,fail,14,3,12
"Macdonald, Gross and Neal",Gaming,US,0.0,9558271,1,4,fail,14,3,11
Smith-Foley,FinTech,Germany,0.0,20964561,2,5,fail,5,2,0
Stone and Sons,HealthTech,Germany,3.0,17546463,2,6,success,14,3,12
"Roman, Harrell and Boyd",AI,UK,2.0,22508972,2,7,fail,10,1,7
Cruz Group,HealthTech,US,0.0,15026614,2,2,fail,14,3,7
Ewing-Williams,HealthTech,Canada,1.0,10312677,5,3,fail,11,7,6
"Valdez, Hawkins and Moore",E-Commerce,Germany,0.0,18818058,4,5,fail,4,3,4
"Lewis, Harris and Rodriguez",AI,India,14.0,38994315,3,5,fail,14,3,7
Gordon Ltd,HealthTech,India,1.0,15831369,1,3,fail,11,11,5
"Moore, Doyle and Frank",E-Commerce,India,0.0,14791443,5,5,fail,14,3,12
"Green, Thompson and May",AI,Canada,5.0,20009767,3,5,fail,14,3,12
Peters Group,Biotech,Germany,1.0,20056724,1,7,success,12,5,8
"Sloan, Collier and Moss",EdTech,Canada,4.0,12524389,2,3,success,9,12,5
"Garcia, Kerr and Smith",SaaS,India,0.0,16552519,3,8,success,9,7,2
Morgan-Williams,E-Commerce,Canada,17.0,17695419,4,6,fail,2,1,1
Davis-Adams,E-Commerce,US,5.0,13243442,1,2,success,14,3,8
Friedman Inc,E-Commerce,India,6.0,19108417,6,3,fail,12,3,5
"Brown, Fischer and Curtis",E-Commerce,UK,2.0,11188955,2,3,fail,14,3,7
Vargas Inc,SaaS,Israel,16.0,23339703,2,7,success,7,11,6
Klein LLC,Biotech,US,3.0,31762585,2,5,fail,9,8,3
"Roberson, Russell and Thompson",FinTech,US,1.0,14193586,2,4,success,12,6,3
"Jordan, May and Mcdaniel",FinTech,US,3.0,23987241,2,6,fail,14,3,8
Moore-King,FinTech,US,1.0,14113337,2,3,fail,9,8,9
Stewart-Hughes,E-Commerce,US,4.0,14203361,4,3,fail,13,9,7
"Smith, Turner and Forbes",FinTech,India,1.0,29528807,4,3,success,14,3,7
"Hall, Anderson and Bautista",Gaming,Israel,5.0,12103296,1,3,fail,3,9,0
Murphy Ltd,FinTech,UK,2.0,18722348,1,3,fail,14,3,10
Wade-Cabrera,E-Commerce,US,10.0,22842891,2,6,fail,5,6,5
"King, Foster and Miller",HealthTech,Israel,4.0,22870957,7,2,success,9,10,3
Jones-Schaefer,Biotech,UK,4.0,26960226,1,4,fail,9,7,2
Williams PLC,EdTech,US,4.0,8365786,4,1,fail,6,8,2
Bryant-Rodgers,Gaming,US,10.0,13932138,2,7,fail,8,10,4
Reed-Davis,Biotech,Canada,0.0,25038177,2,5,success,14,3,8
Adkins PLC,AI,Germany,0.0,17135134,2,4,fail,3,6,2
Aguilar PLC,HealthTech,India,6.0,18532750,1,2,success,14,3,8
Walker-Bass,HealthTech,US,7.0,28152928,2,11,fail,3,10,0
"Ellis, Hebert and Carter",HealthTech,Canada,2.0,16436977,8,4,fail,7,9,6
Mcmillan LLC,EdTech,US,2.0,12955403,1,6,fail,5,7,1
Lynch and Sons,FinTech,Germany,1.0,17977903,1,6,fail,6,3,3
Harper Group,FinTech,UK,1.0,30302070,8,5,fail,14,3,8
"Johnson, Figueroa and Morrison",AI,US,12.0,43434289,4,6,fail,7,5,6
"Martin, Brown and Reyes",AI,US,1.0,25140703,5,7,fail,13,4,5
Williams-Young,EdTech,US,5.0,10112839,5,3,fail,11,5,5
Perry PLC,E-Commerce,US,7.0,10781216,1,3,fail,13,9,5
"Wagner, Keller and Clark",SaaS,US,0.0,14669395,4,2,fail,14,3,10
"Olson, Hood and Andrade",AI,UK,0.0,30320318,7,9,success,9,2,6
"Thomas, Wilson and Stafford",FinTech,India,2.0,17679694,5,4,fail,14,3,10
Armstrong and Sons,Biotech,UK,1.0,33542952,2,5,fail,14,3,10
"Douglas, Parker and Taylor",FinTech,Canada,0.0,17191041,3,6,success,6,11,6
Francis-Romero,E-Commerce,Israel,1.0,15190952,3,3,fail,8,9,1
Rodriguez-Campos,AI,US,0.0,31686389,5,5,fail,13,5,5
Wheeler Ltd,E-Commerce,India,1.0,33862893,3,10,fail,14,3,9
Harrison and Sons,Gaming,US,2.0,8295009,1,1,fail,10,2,2
Romero-Snow,E-Commerce,US,0.0,7252150,7,4,success,7,3,3
Nelson-Diaz,SaaS,UK,6.0,20738883,3,6,fail,14,3,11
"Nguyen, Salas and Lewis",EdTech,India,1.0,8231597,1,1,fail,14,3,8
Rodriguez-Lane,AI,Germany,5.0,28923519,3,5,fail,4,4,3
Baker-Parks,HealthTech,India,4.0,14319283,6,5,fail,14,3,8
Gomez and Sons,HealthTech,US,11.0,27188370,3,4,fail,13,8,7
Stuart and Sons,FinTech,Israel,0.0,9141872,1,2,fail,13,6,8
"Morgan, Green and Lopez",HealthTech,US,1.0,14879266,1,2,fail,11,10,6
Tyler LLC,E-Commerce,US,10.0,21314006,4,3,fail,12,6,9
James-Stephens,SaaS,US,8.0,22507878,1,3,fail,5,1,4
"Lowe, Harper and Smith",E-Commerce,Singapore,1.0,13535813,2,5,fail,10,5,5
"Shepherd, Nelson and Jackson",SaaS,India,0.0,15894475,2,3,fail,14,3,12
Caldwell-Barnett,E-Commerce,India,9.0,18804083,1,5,success,14,3,10
"Hansen, Arellano and Gutierrez",SaaS,Germany,0.0,11878786,2,5,fail,7,10,5
"Banks, Phillips and George",Biotech,UK,10.0,23813711,2,6,success,4,1,3
Martinez LLC,HealthTech,Canada,16.0,26637387,1,4,fail,11,6,8
Wang Group,Gaming,India,1.0,13659789,2,4,fail,5,1,2
Vaughn-Smith,AI,Singapore,9.0,26903773,4,3,success,7,6,4
Bautista PLC,SaaS,Canada,3.0,12391603,3,4,fail,6,1,3
Garza-Jones,E-Commerce,India,7.0,11620854,1,3,fail,12,3,10
"Robinson, Pugh and Russo",E-Commerce,US,2.0,13676000,1,1,success,12,4,6
"Lewis, Case and Robertson",HealthTech,Israel,0.0,20602354,2,7,fail,14,3,11
Doyle-Hughes,FinTech,UK,6.0,31935633,2,8,fail,10,11,4
Steele-Williamson,AI,UK,0.0,19448732,1,5,fail,10,2,3
"Gonzalez, Brooks and Arroyo",Biotech,Germany,13.0,38599395,3,5,fail,7,8,2
Marsh-Diaz,EdTech,India,2.0,11232259,2,5,success,4,5,2
Christian-Shaw,E-Commerce,US,0.0,9978144,1,2,fail,14,3,7
Watson-Finley,E-Commerce,US,1.0,17472785,1,4,success,4,10,2
Hughes-White,SaaS,India,9.0,19535040,2,5,fail,6,10,4
"Rich, Poole and Bradley",FinTech,India,9.0,30062852,2,9,fail,6,12,3
"Miller, Thompson and Hart",FinTech,Germany,0.0,19822939,6,6,fail,14,3,12
Howard-Henderson,Gaming,US,3.0,14106221,1,3,success,6,9,5
"Stephens, Bonilla and Lara",SaaS,US,3.0,15410341,1,5,success,11,8,7
Hall-Wright,E-Commerce,Canada,0.0,10332614,4,7,success,5,2,3
"Graves, Miller and Sanders",E-Commerce,UK,1.0,14409988,5,8,fail,2,1,0
Patterson LLC,SaaS,US,12.0,19023837,2,5,fail,7,12,2
Smith-Lewis,Biotech,Canada,4.0,20626590,1,4,fail,12,4,6
Bell Inc,SaaS,UK,6.0,15619482,3,3,success,2,7,0
"Martinez, Klein and Stevens",AI,US,9.0,36547499,2,4,fail,11,1,2
Rice PLC,HealthTech,US,3.0,18077182,2,5,fail,14,3,8
Lopez-Barber,AI,US,9.0,23769657,2,5,fail,8,10,5
"Parker, Curry and Simon",HealthTech,Canada,3.0,11801083,1,4,success,1,11,0
Griffin-Thomas,SaaS,India,5.0,21155959,1,6,fail,7,3,3
Woods-Bailey,E-Commerce,India,0.0,11574927,4,2,success,8,4,3
"Brown, Mendoza and Moody",SaaS,Israel,13.0,23899652,3,4,fail,14,1,12
