company_name,founded_on,industry,headquarters,founder_experience,total_funding_usd,num_funding_rounds,investors_count,last_funding_date,status
Hernandez Ltd,2021-10-22,EdTech,Germany,1.0,9609005,4,2,2022-10-25,fail
"Evans, Kim and Graham",2013-04-11,Biotech,Singapore,14.0,53630042,5,10,2022-12-09,success
"Montes, Valenzuela and Evans",2017-07-25,SaaS,US,4.0,14212972,1,2,2025-03-31,fail
Calhoun Ltd,2016-10-03,Biotech,US,9.0,28853466,3,8,2018-07-07,fail
"Black, Rice and Davenport",2018-01-10,Gaming,US,10.0,17938671,2,3,2024-08-21,fail
"Stewart, Gibbs and Campbell",2022-07-31,Gaming,US,1.0,11759002,1,5,2025-03-31,fail
Coleman-Brennan,2021-08-06,HealthTech,US,7.0,18728706,4,7,2024-05-19,fail
Ryan PLC,2012-07-09,FinTech,US,3.0,17736318,1,3,2020-03-24,success
Larson LLC,2016-06-10,FinTech,US,0.0,24047654,2,8,2022-08-26,fail
King Ltd,2010-09-22,SaaS,UK,2.0,12255237,4,4,2015-02-07,fail
Cunningham-Gill,2022-04-13,E-Commerce,US,4.0,22126373,2,2,2025-03-31,success
"Bradford, Park and Lee",2014-02-16,EdTech,US,3.0,9701473,1,3,2020-04-06,fail
Wells and Sons,2018-10-14,AI,US,4.0,19765142,2,7,2023-12-10,fail
Hernandez Ltd,2022-02-10,FinTech,US,7.0,18958605,4,6,2025-03-31,success
"Patterson, Yu and Long",2022-06-02,FinTech,Canada,0.0,10381054,2,3,2025-03-31,success
Garcia-Gates,2016-04-26,EdTech,US,3.0,11461986,2,2,2020-11-14,fail
Hickman-Armstrong,2012-03-12,SaaS,India,0.0,19686256,3,3,2015-10-12,success
Carrillo-Chavez,2016-07-04,EdTech,Canada,3.0,10831880,5,6,2024-12-29,fail
"Avila, Thompson and Howe",2019-02-18,,Canada,0.0,19601178,5,5,2025-03-31,fail
Smith Ltd,2018-11-06,HealthTech,India,17.0,25933865,1,8,2025-03-31,fail
Vang-Hughes,2016-11-28,Biotech,Israel,18.0,39775791,2,5,2025-03-31,fail
"Thompson, Thompson and Mcguire",2019-01-08,HealthTech,UK,3.0,13160594,2,6,2021-10-24,success
Allen LLC,2018-10-23,HealthTech,Germany,10.0,19900094,3,3,2023-07-21,fail
"Hopkins, Glenn and Carpenter",2016-05-19,E-Commerce,Singapore,0.0,15927815,2,3,,fail
"Ford, Wells and Wilkerson",2018-03-24,,US,0.0,14886319,1,2,2025-03-31,success
Ryan Ltd,2019-11-06,HealthTech,US,0.0,10456451,1,4,2025-03-31,fail
Ramsey LLC,2019-09-11,AI,India,13.0,42319296,2,8,2024-12-10,fail
Hurst Group,2015-07-14,FinTech,US,4.0,15383908,1,4,2025-02-10,fail
Hill PLC,2018-04-17,E-Commerce,US,2.0,15730317,1,2,2021-03-18,fail
Cervantes Ltd,2012-12-09,AI,Canada,20.0,35584394,4,7,2019-09-03,fail
Booth Group,2011-11-21,E-Commerce,US,0.0,18281485,2,1,2020-04-30,fail
Lynch LLC,2019-08-06,HealthTech,Germany,0.0,20988280,3,5,2025-03-31,fail
Jones-Gordon,2021-07-15,HealthTech,US,0.0,16990682,4,4,2025-03-31,success
Gonzalez-Owens,2021-09-26,AI,UK,0.0,16519576,3,6,2025-02-18,success
Foster Inc,2018-09-13,AI,US,0.0,29112404,4,9,2025-03-31,success
Lee Inc,2021-12-08,HealthTech,US,6.0,11453674,2,5,2025-03-31,fail
Kelly-Esparza,2016-02-07,FinTech,US,4.0,25469476,3,3,2018-04-06,fail
"Vega, Charles and Jordan",2012-05-11,Biotech,US,14.0,49898770,4,10,2020-09-25,fail
Meyer-Taylor,2016-11-17,E-Commerce,US,17.0,15504548,2,5,2021-06-18,fail
"Best, Williams and Quinn",2011-06-08,Gaming,India,0.0,6235181,1,5,2016-03-01,success
"Moore, Golden and Mann",2021-09-04,Biotech,Singapore,1.0,18088667,1,3,,success
"Hernandez, Morton and Pope",2016-02-25,Biotech,US,2.0,34143001,7,6,2024-10-15,success
Miller LLC,2011-03-28,E-Commerce,Singapore,4.0,9504557,1,4,2016-12-24,fail
Jordan-Carter,2021-02-06,EdTech,Canada,17.0,9642606,1,7,2023-06-24,success
Calderon-Stokes,2021-04-27,EdTech,US,3.0,10399999,3,6,2025-03-31,fail
Hicks Inc,2011-12-03,EdTech,US,6.0,12116611,2,4,2021-08-04,success
Hayden LLC,2022-07-17,AI,US,18.0,23277808,3,6,2025-03-31,fail
Smith LLC,2022-11-09,FinTech,India,1.0,21159117,4,4,2025-03-31,success
Carlson and Sons,2011-10-02,FinTech,US,0.0,22986864,1,4,2014-08-11,fail
Snyder and Sons,2015-06-16,AI,Germany,2.0,24976124,2,3,2025-02-28,success
Freeman-Schultz,2021-05-01,SaaS,US,2.0,16643656,1,3,2023-10-09,success
"Vasquez, Solis and Fernandez",2021-02-27,HealthTech,US,8.0,21527557,5,6,2025-03-31,fail
"Rodriguez, Lozano and Osborn",2015-04-18,HealthTech,US,12.0,24100821,2,5,2024-10-08,fail
Johnson-Moreno,2010-08-28,AI,UK,6.0,32313147,5,7,2017-01-20,fail
"Gibson, White and Goodman",2014-05-11,Gaming,India,0.0,10743986,1,5,2015-11-10,fail
Hammond Inc,2014-11-04,HealthTech,US,1.0,9646596,4,7,2022-08-02,fail
Jackson-Parsons,2016-09-11,AI,India,17.0,41893150,5,8,2020-08-04,fail
Edwards-Lowe,2015-09-15,AI,Canada,18.0,38659371,4,6,2018-07-08,success
"Mason, Marsh and Carter",2010-10-31,,Israel,1.0,25705005,3,4,,fail
Jackson-Cox,2011-10-28,AI,Canada,0.0,11215582,1,5,2017-05-05,fail
Hubbard-Boyd,2022-11-30,SaaS,US,8.0,20188754,1,5,2025-03-31,success
Wilkins-Hunt,2012-09-20,EdTech,US,3.0,7592776,1,3,2018-02-16,fail
Turner-Smith,2016-05-06,AI,India,,26293750,1,7,2018-06-21,fail
"Snyder, Johnson and Daniels",2010-01-27,Gaming,UK,2.0,15721918,2,2,2012-05-14,fail
Riley-Watts,2011-09-25,EdTech,India,4.0,8378352,1,1,2013-05-04,success
Odonnell Inc,2010-11-26,Gaming,Israel,7.0,14910198,5,8,2016-03-16,success
Kidd Inc,2016-01-15,HealthTech,US,6.0,16002940,6,2,2020-07-19,fail
Reed-Anderson,2010-08-15,E-Commerce,India,1.0,8967813,8,2,2015-05-08,fail
Richardson-Frazier,2010-04-01,,US,11.0,36862983,3,5,2011-06-14,success
"Garcia, Wang and Dougherty",2013-02-19,EdTech,Germany,13.0,14612682,1,3,2018-06-13,fail
Hopkins-Dixon,2017-07-20,AI,US,13.0,26301578,3,4,2025-02-26,fail
Jackson-Mitchell,2013-11-26,,US,3.0,21192578,3,13,2020-10-23,fail
"Lyons, Dunn and Wolf",2019-04-29,AI,US,0.0,23225973,5,5,2024-02-11,fail
"Howell, Davis and Warner",2020-11-25,FinTech,Canada,1.0,12035412,2,3,2025-03-31,success
Smith Ltd,2022-06-13,EdTech,Singapore,15.0,16615279,1,5,2025-03-31,success
"Burns, Roberts and Williams",2013-09-24,EdTech,Singapore,4.0,9049035,2,3,2018-01-02,fail
Pittman Group,2014-07-07,EdTech,Germany,3.0,7846491,3,1,2023-07-31,fail
Chan and Sons,2013-02-01,FinTech,Germany,4.0,6209864,1,2,2019-05-26,fail
Cunningham Inc,2018-05-16,Gaming,India,1.0,8748551,1,6,2025-03-31,fail
Acevedo and Sons,2018-02-27,Biotech,US,0.0,16616146,1,4,2024-06-13,success
Hatfield Group,2021-11-14,AI,Canada,7.0,29580712,2,5,2025-03-02,success
"Boyd, Cox and Coleman",2019-08-31,FinTech,US,4.0,20657792,2,3,2024-08-12,fail
Marshall-Morris,2020-02-19,AI,US,0.0,17213648,2,5,2025-03-31,success
Lam Ltd,2012-02-02,AI,US,4.0,23227786,2,7,2021-03-29,success
Marquez Group,2020-11-04,SaaS,India,10.0,18385635,4,3,2024-03-21,success
Stevens-Smith,2018-11-05,AI,US,8.0,40752989,4,6,2021-09-20,success
"Wright, Martin and Kelley",2018-03-22,,US,16.0,20776740,3,6,2025-03-31,success
Pierce Inc,2012-05-22,SaaS,US,2.0,10564715,1,1,2013-12-15,fail
Schwartz-Hopkins,2021-03-29,HealthTech,US,2.0,14742094,2,4,2023-12-11,fail
Gonzalez-Keller,2020-09-18,Gaming,US,6.0,11110695,1,5,2025-03-31,fail
"Farmer, Roberts and White",2012-10-24,FinTech,US,2.0,15072038,1,5,2017-08-22,fail
Hayes Inc,2013-08-30,E-Commerce,US,,14934598,3,6,2018-08-06,fail
Soto Ltd,2011-12-21,Gaming,Singapore,5.0,12039158,1,6,2016-12-22,fail
Anderson LLC,2022-07-07,Biotech,India,4.0,23933775,2,7,2025-03-31,success
"Sanford, Marquez and Murphy",2011-03-20,E-Commerce,UK,12.0,17861836,8,2,2018-02-16,fail
"Bender, Fuller and Harris",2017-05-17,FinTech,Canada,21.0,38908148,5,6,2021-10-29,fail
Hicks-Lewis,2021-11-26,HealthTech,US,4.0,16686480,4,4,2023-06-06,success
"Jones, Williamson and Kirk",2015-01-11,,Canada,0.0,7176928,2,1,2018-07-07,fail
"Wheeler, Rodgers and Richardson",2010-10-23,AI,US,3.0,35577446,2,7,2020-04-06,success
Brown-Myers,2010-05-23,EdTech,UK,4.0,9179644,2,4,2019-11-12,fail
Morrow-Payne,2019-05-11,E-Commerce,US,3.0,13885555,5,3,2024-03-22,fail
Elliott Inc,2021-06-26,HealthTech,UK,8.0,23757715,3,4,2025-03-31,success
Ali PLC,2013-02-13,HealthTech,US,6.0,16981533,1,5,2018-09-03,fail
Willis-Alexander,2014-05-10,HealthTech,UK,0.0,12912121,2,5,2015-08-23,fail
"Johnson, Leach and Cannon",2012-12-18,HealthTech,Germany,13.0,27698535,5,8,2022-03-11,fail
Gutierrez and Sons,2013-07-05,FinTech,Singapore,1.0,22845279,1,7,2023-01-06,fail
Norton PLC,2019-02-17,HealthTech,Singapore,2.0,10528042,1,5,2021-07-23,fail
Ross-Clark,2021-12-27,AI,US,4.0,30483951,3,7,2025-03-31,fail
Walker and Sons,2014-11-12,,US,0.0,16574818,1,2,2017-02-24,fail
"Mccullough, Coleman and Cooper",2017-12-26,HealthTech,US,1.0,18785811,2,4,2023-07-03,fail
"Boone, Chapman and George",2018-03-22,SaaS,Canada,5.0,14194702,5,4,2020-06-02,fail
Leonard PLC,2013-06-11,SaaS,US,3.0,10864491,3,2,2015-07-05,fail
Huff-Williams,2011-05-24,AI,US,5.0,30071643,2,9,2013-05-17,success
"Rogers, Nelson and Rosario",2010-11-14,FinTech,US,2.0,15583401,6,1,2015-06-25,fail
Potts and Sons,2011-11-07,AI,Germany,3.0,15526467,6,7,2013-09-17,fail
Garcia-Wilson,2018-09-18,,India,8.0,11172674,2,1,2025-03-31,fail
"Jenkins, Knight and Thomas",2019-04-12,Gaming,US,0.0,7643484,5,2,2024-08-31,fail
"Lozano, Dixon and Smith",2016-07-24,AI,US,11.0,32306190,2,7,2018-04-11,success
"Fox, Morris and Hanna",2012-06-13,SaaS,Germany,,12012041,1,3,2020-02-27,success
"Dixon, Costa and Beck",2016-06-03,,US,,23439506,3,9,2023-05-28,fail
Weber and Sons,2021-10-26,HealthTech,UK,9.0,27930898,3,6,2025-03-31,fail
Bright Inc,2011-08-06,Gaming,UK,2.0,12083456,1,6,,fail
Mendoza-Hays,2012-01-21,AI,Canada,2.0,31862581,2,6,2019-08-17,fail
Flores-Walker,2011-05-23,AI,Israel,1.0,15526035,1,5,2015-02-05,fail
Jones-Smith,2010-01-05,HealthTech,India,3.0,17542755,6,4,2013-02-14,success
Wright LLC,2011-09-14,E-Commerce,Israel,8.0,16369926,8,2,2020-01-16,fail
Williams-Hensley,2019-04-05,HealthTech,Israel,0.0,21214489,1,5,2025-03-31,fail
Paul-Sims,2013-08-05,SaaS,India,0.0,7347929,1,3,2019-04-18,fail
"Vance, Taylor and Higgins",2013-02-24,Gaming,US,2.0,11524416,1,2,2021-03-25,fail
Gonzalez Group,2014-07-01,E-Commerce,India,9.0,15420980,1,4,2016-03-26,fail
Edwards Group,2012-04-29,HealthTech,US,4.0,17403844,1,8,2014-02-23,success
Newman-Simmons,2015-01-25,E-Commerce,US,20.0,18063588,2,3,,fail
"Mcdaniel, Wilson and Wright",2014-05-15,Gaming,US,1.0,10813205,1,3,2023-03-09,success
"Sanchez, Morgan and Burns",2021-03-27,,Israel,7.0,14096755,5,5,2025-03-31,success
Huff-Nichols,2021-04-27,E-Commerce,Singapore,12.0,18273606,4,3,2025-03-31,fail
Meyer-Price,2011-01-13,AI,US,3.0,28166058,5,3,2019-12-11,success
Hill Inc,2019-09-21,AI,India,10.0,32741561,2,5,2021-12-31,fail
Vazquez Group,2017-06-20,E-Commerce,Singapore,1.0,10485341,8,4,2019-06-02,fail
Black and Sons,2017-04-06,HealthTech,Singapore,,25783113,3,4,2025-03-31,fail
"Mack, Cruz and Schmidt",2018-11-24,AI,US,2.0,23447047,3,7,2020-07-27,fail
"Ramirez, Joseph and Bennett",2012-03-04,SaaS,Germany,0.0,20852083,1,3,2017-07-12,success
Phillips Inc,2013-07-21,FinTech,UK,,25598202,2,5,2020-05-06,fail
Becker-Washington,2013-03-04,AI,Canada,0.0,29649011,1,3,2020-06-29,fail
"Rasmussen, Barry and Garrett",2021-11-20,FinTech,US,3.0,20260959,1,3,2023-08-28,success
"Guerrero, Williams and Stone",2011-02-11,Gaming,US,0.0,8379161,3,1,2013-03-09,success
Lane-Warner,2012-06-06,HealthTech,India,5.0,22996216,2,5,2021-12-18,success
Sanders Group,2016-09-06,E-Commerce,Israel,5.0,12541127,2,5,2018-01-16,fail
Diaz LLC,2017-10-23,Biotech,Canada,1.0,23652979,3,7,2025-03-31,success
Sims and Sons,2016-03-24,,US,1.0,23863709,1,6,2018-05-22,fail
Hunt-Richardson,2020-06-27,HealthTech,Germany,14.0,33058868,3,4,2024-06-27,fail
Perez-Crane,2019-06-30,FinTech,Canada,1.0,19848085,5,3,2025-03-31,success
Cooper-Johnson,2019-10-08,Gaming,Germany,3.0,13490433,1,5,2025-03-31,fail
"Morales, Knight and Velez",2014-07-27,SaaS,India,1.0,16334089,1,4,2017-04-12,fail
Robinson Ltd,2014-11-27,EdTech,US,0.0,5503708,2,5,2018-06-09,fail
"Gray, Woods and Wilson",2021-11-24,HealthTech,Canada,2.0,7966168,3,7,2023-03-12,fail
Ramirez-Vasquez,2017-12-06,FinTech,Germany,1.0,18891683,1,3,2023-08-15,fail
"Daniels, Brown and Smith",2020-11-28,Biotech,US,8.0,32707575,5,4,2022-10-09,success
Wiley PLC,2019-05-12,E-Commerce,Germany,2.0,16407149,3,4,2022-10-06,success
Hogan-Anderson,2022-06-02,HealthTech,US,1.0,21018209,4,6,2025-03-31,fail
Lewis Ltd,2012-10-24,E-Commerce,US,3.0,12747285,1,2,2017-09-12,fail
Cox LLC,2020-01-23,E-Commerce,Israel,,11619654,2,4,2025-03-31,fail
Brooks PLC,2015-07-04,HealthTech,US,4.0,12389359,1,3,2019-06-02,fail
"Sparks, Garcia and Hopkins",2012-06-17,AI,US,10.0,31381565,2,9,2014-11-14,fail
"Rice, Johnson and Adams",2018-01-19,E-Commerce,US,4.0,12493106,1,6,2023-01-04,fail
Brown-Harris,2018-09-17,E-Commerce,India,2.0,10594346,2,4,2024-04-03,fail
Stokes Group,2010-08-21,FinTech,Germany,2.0,18493184,1,6,,fail
Vargas Group,2013-01-05,SaaS,Germany,1.0,14244395,2,5,2018-04-21,success
Henderson Ltd,2016-06-24,E-Commerce,India,10.0,23660433,8,6,2025-03-23,success
Mahoney-Jackson,2022-06-22,AI,UK,13.0,37174987,4,4,2025-03-31,fail
"Tyler, Rubio and Love",2015-02-25,FinTech,India,1.0,14408812,2,4,2019-02-09,success
"Mcintosh, Taylor and Brown",2020-06-22,E-Commerce,UK,6.0,13463590,3,3,2022-06-04,fail
Smith-Flores,2010-12-16,FinTech,US,0.0,24139968,2,3,2016-12-29,success
"Gibbs, Johnson and Hammond",2016-03-26,EdTech,Israel,6.0,10291215,1,7,2019-06-26,success
Jones-Foley,2011-05-07,E-Commerce,US,0.0,11272924,3,3,2020-01-25,success
"Mann, Graham and Klein",2022-02-08,FinTech,UK,12.0,32431209,3,6,2025-03-31,fail
Adams Ltd,2011-06-04,E-Commerce,US,9.0,14462379,1,3,2014-07-01,success
"Smith, Perkins and Wilson",2016-02-08,E-Commerce,Canada,12.0,17969112,6,3,2019-09-07,fail
Pittman-Wolf,2020-12-01,HealthTech,UK,3.0,22838609,2,5,2025-03-31,fail
Orozco Ltd,2017-01-13,E-Commerce,UK,7.0,22313812,3,7,2025-03-31,success
"Schmidt, Kim and Williams",2013-05-25,HealthTech,US,0.0,9379379,3,1,2022-08-11,success
Delgado-Bell,2012-04-04,EdTech,US,9.0,9560132,3,1,2016-09-18,fail
Thornton Ltd,2021-06-08,Gaming,India,0.0,11045739,2,4,2025-03-31,success
Martinez Inc,2018-08-18,SaaS,UK,1.0,8772437,1,2,2022-07-29,fail
"Olson, Nelson and Reeves",2014-08-28,AI,Canada,13.0,33736401,7,3,2021-07-01,fail
Carter PLC,2016-10-21,FinTech,US,0.0,17196455,4,3,2020-09-04,fail
Thompson LLC,2019-10-16,E-Commerce,Canada,5.0,10641321,1,3,2025-03-31,fail
Walter-Santana,2011-08-31,EdTech,Canada,3.0,6161829,3,1,2017-09-08,fail
Patterson LLC,2010-05-31,SaaS,US,2.0,17093295,3,4,2018-12-15,fail
"Flores, Bauer and Bond",2018-08-26,AI,India,6.0,44466441,3,6,2024-01-20,success
Swanson Ltd,2014-06-26,Biotech,US,2.0,28921133,4,5,2016-09-17,success
Thomas-Elliott,2022-07-27,AI,India,1.0,15245445,5,4,2025-03-31,fail
Smith LLC,2019-05-02,E-Commerce,US,1.0,11951580,2,5,2025-03-31,fail
Gallegos-Taylor,2019-02-09,HealthTech,US,5.0,18634083,1,4,2025-03-31,fail
Wright Ltd,2020-11-19,E-Commerce,Singapore,20.0,17600457,4,8,2025-03-31,success
"Miller, Estrada and Pope",2018-09-20,Gaming,Israel,1.0,5186518,2,3,2021-01-27,fail
"Moore, Russell and Crosby",2010-06-23,FinTech,US,4.0,23552408,2,5,2012-02-24,success
"Johnson, Drake and Winters",2020-06-11,Biotech,India,3.0,27358351,2,6,2025-03-31,fail
"Gibson, Robinson and Bailey",2022-11-16,,UK,,11322123,1,2,2025-03-31,success
Douglas PLC,2022-09-05,EdTech,US,9.0,14842646,1,4,,fail
"Farrell, Oconnor and Fuller",2015-12-07,E-Commerce,Canada,0.0,11664526,3,3,2020-01-20,fail
Dawson PLC,2020-10-11,SaaS,US,1.0,17552407,2,3,2025-03-31,success
Lopez Group,2012-05-07,EdTech,India,0.0,10601969,4,2,2020-03-21,fail
Cole-Burgess,2015-03-13,EdTech,Israel,1.0,6694916,1,1,2023-09-29,fail
Hoffman Group,2012-08-02,HealthTech,Israel,,30766001,3,7,2016-06-25,fail
Kelley and Sons,2022-02-08,AI,Germany,14.0,39446852,3,6,2024-11-13,fail
"Cruz, Prince and Davis",2019-08-13,AI,US,3.0,15544557,3,1,2024-09-18,fail
Estrada-Meadows,2015-06-02,EdTech,Germany,11.0,7313341,1,1,2019-10-09,fail
Holland Inc,2018-07-06,AI,Canada,3.0,28576322,4,3,2025-03-31,success
Ford-Sanchez,2010-06-15,EdTech,US,1.0,8763004,4,5,2017-11-12,success
Jones-Rivers,2012-04-11,Gaming,US,0.0,9731795,2,2,,success
Edwards and Sons,2014-08-27,FinTech,Israel,0.0,11614503,2,4,2023-03-28,success
Pineda-Chen,2017-11-28,EdTech,US,2.0,10921623,1,1,2020-02-08,fail
Maldonado Inc,2011-12-02,HealthTech,US,5.0,19420118,8,2,2014-09-29,fail
Hartman-Bender,2020-08-24,FinTech,Singapore,0.0,18895835,3,7,2023-12-20,fail
Rush-Johnson,2019-04-30,E-Commerce,US,0.0,7623462,1,2,2021-10-17,fail
Snyder PLC,2022-01-01,HealthTech,UK,11.0,25822333,2,5,2025-01-05,success
"Hernandez, Perry and Kelly",2011-11-09,FinTech,UK,2.0,21774107,1,5,2020-03-31,fail
"Elliott, Kaufman and Griffin",2014-05-17,HealthTech,Germany,1.0,17417738,1,1,2023-03-06,fail
Bryan Group,2016-09-07,FinTech,India,1.0,17555141,2,5,2024-12-29,fail
Villa Ltd,2013-08-05,SaaS,India,5.0,15814856,1,3,2019-07-03,fail
"Cannon, Thornton and Valdez",2011-07-23,Biotech,US,0.0,33880386,7,4,2021-02-04,success
"Sweeney, Goodwin and Norris",2019-06-25,,US,1.0,8773512,1,4,2020-11-22,success
Arias LLC,2016-06-17,E-Commerce,US,9.0,17375296,2,9,2023-02-16,success
Perez Group,2020-06-22,EdTech,India,8.0,10280251,1,6,2025-03-31,fail
"Snow, Long and Lopez",2019-04-24,FinTech,US,8.0,19156864,2,3,2024-04-29,fail
Daniels LLC,2011-01-20,EdTech,India,5.0,10403678,2,3,2018-07-12,success
"Jackson, Williams and Johnson",2016-03-11,AI,Singapore,3.0,24484785,3,6,2020-05-31,fail
Walton and Sons,2015-02-23,FinTech,India,1.0,22721212,2,7,,fail
Morris LLC,2022-10-31,SaaS,Singapore,1.0,19005282,3,6,2025-03-31,fail
Andrews-Myers,2018-03-01,,US,11.0,27654735,3,6,2024-06-07,fail
"Rivera, Scott and Dawson",2015-12-18,Biotech,US,2.0,26889223,3,2,2024-11-30,success
Smith-Mcpherson,2017-05-25,FinTech,Israel,3.0,24052269,2,3,2025-03-31,fail
"Pollard, Wilson and Hammond",2011-11-02,HealthTech,US,0.0,10707332,1,3,2014-10-08,fail
Swanson LLC,2019-02-04,FinTech,India,11.0,20924738,4,3,2025-03-31,success
"Baird, Vazquez and Lee",2014-01-26,SaaS,India,5.0,18326373,1,4,2018-02-08,fail
"Collins, English and Glover",2015-10-18,E-Commerce,Canada,6.0,16568020,5,5,2017-07-05,fail
Mcintosh LLC,2011-01-28,E-Commerce,India,8.0,17084979,2,2,2016-05-15,fail
Meadows LLC,2017-06-24,HealthTech,Germany,0.0,15278176,3,5,2022-04-25,fail
Chase Group,2022-08-20,FinTech,Germany,2.0,20655307,6,6,2025-03-31,success
Velasquez-Murphy,2013-04-16,E-Commerce,India,3.0,17013875,4,3,2016-06-14,fail
Zamora LLC,2015-01-15,,Germany,2.0,18321225,3,6,2018-09-19,success
"Hatfield, Martinez and George",2020-10-28,FinTech,India,7.0,22794114,8,6,2024-07-07,fail
Barrett LLC,2014-09-15,FinTech,US,,22192377,2,3,2016-10-23,fail
"Jones, Quinn and Thornton",2012-11-24,E-Commerce,Singapore,0.0,9544557,3,1,2019-10-15,success
Gomez and Sons,2015-09-14,EdTech,Singapore,12.0,13314671,2,5,2018-11-14,success
Simmons-Ho,2018-03-26,HealthTech,Germany,2.0,21871048,4,5,2022-07-29,success
"Powell, Burns and Beltran",2016-02-21,,Singapore,0.0,36041404,3,5,2025-02-16,fail
Hughes-Green,2021-09-04,EdTech,India,1.0,7224493,1,5,2025-03-31,fail
Garcia PLC,2017-09-13,Biotech,UK,1.0,36600748,2,7,2022-09-25,success
Gutierrez Ltd,2017-06-06,EdTech,Germany,4.0,10170774,3,8,2024-02-24,fail
"Strickland, Hanson and Hawkins",2010-11-10,E-Commerce,US,4.0,19166970,1,2,2013-07-21,fail
"James, Blake and Blair",2019-09-30,E-Commerce,US,1.0,15782592,1,5,2025-03-31,fail
"Anderson, Coleman and Fry",2021-03-12,HealthTech,India,0.0,11015296,1,1,2025-03-31,fail
Davis-Owens,2013-10-21,Gaming,Canada,5.0,16845148,1,4,2017-04-09,fail
"Nicholson, Gray and Gentry",2010-11-13,SaaS,US,1.0,16193263,3,5,2015-04-17,fail
"Jacobs, Bennett and Richard",2020-06-20,Gaming,Singapore,8.0,13796389,2,5,2024-05-19,fail
Miller-Gregory,2013-08-14,SaaS,US,0.0,6328863,1,5,2020-08-28,fail
Peterson-Kirk,2014-03-08,E-Commerce,Germany,1.0,13334615,1,7,2020-07-10,fail
Smith Group,2015-06-21,E-Commerce,Israel,0.0,5499784,1,3,2023-10-02,fail
"Yang, Smith and Novak",2017-06-20,,US,2.0,26282394,2,6,2020-01-02,fail
"Rollins, Bennett and Castillo",2021-08-13,E-Commerce,US,9.0,22005664,2,8,2025-03-31,fail
Williams LLC,2021-10-16,AI,US,0.0,20073529,6,5,2025-03-31,fail
Moran-Austin,2019-02-22,E-Commerce,Canada,6.0,17494586,1,5,2025-03-31,success
Adkins-Rodriguez,2011-10-10,E-Commerce,US,0.0,10779710,3,1,2012-10-18,success
Palmer-Green,2014-06-22,E-Commerce,Canada,7.0,17682430,1,4,2024-04-09,fail
Black and Sons,2011-04-17,,US,1.0,17513871,1,2,2015-02-19,fail
"Robinson, Gilbert and Brown",2011-01-17,E-Commerce,India,5.0,18934441,3,4,2018-08-23,success
"Thompson, Thompson and Smith",2019-10-09,AI,Israel,0.0,25928738,6,6,2025-03-31,success
Camacho-Hernandez,2016-08-08,E-Commerce,UK,4.0,19570404,1,2,2025-03-31,fail
Kim LLC,2022-07-13,SaaS,UK,1.0,12768367,6,6,2023-12-19,fail
Martinez-Daniels,2019-03-11,FinTech,Singapore,7.0,26841344,1,6,2025-03-31,fail
"Myers, Hall and Ho",2012-11-28,E-Commerce,US,1.0,11503219,1,4,2017-08-06,success
"Porter, Bautista and Johnson",2016-07-15,EdTech,UK,9.0,15843893,1,3,2019-02-17,success
"Brown, Callahan and Johnson",2016-07-18,E-Commerce,India,0.0,7021045,4,3,2024-06-18,fail
"Mcdaniel, Carr and Freeman",2014-08-31,E-Commerce,US,3.0,12898420,1,5,2020-04-13,fail
Aguilar-Ritter,2021-09-28,SaaS,India,1.0,15270880,1,1,2025-03-31,fail
Jones Group,2011-07-22,E-Commerce,US,0.0,5961306,1,5,2017-10-26,fail
Wilson-Evans,2018-11-23,E-Commerce,India,1.0,16540182,2,4,2022-08-30,success
"Hunt, Nelson and Lewis",2020-05-18,E-Commerce,Germany,0.0,15208117,1,7,2025-03-31,fail
Hunter PLC,2017-11-17,AI,Germany,15.0,40984553,4,4,2025-03-31,fail
"Archer, Hughes and Adams",2021-12-30,EdTech,US,9.0,9499927,1,5,2024-06-12,fail
"Cook, Martinez and Martinez",2016-02-03,AI,US,12.0,30502050,2,3,2025-03-31,success
Long-Atkinson,2013-08-03,FinTech,India,0.0,9226980,1,3,,success
"Anderson, Gomez and Robertson",2012-11-28,HealthTech,India,6.0,17260546,3,3,2020-01-29,success
Stanton-Velazquez,2010-11-12,AI,US,16.0,37807302,6,9,2013-12-31,success
Pacheco LLC,2014-09-13,HealthTech,US,17.0,25445123,4,5,2021-12-29,fail
Hayes-Lucero,2015-06-11,EdTech,US,15.0,9308343,8,4,2018-02-08,fail
Richardson-Cordova,2022-05-17,SaaS,US,0.0,8239494,3,3,,success
"Swanson, Cox and Jones",2011-11-24,Biotech,India,0.0,25795524,4,3,2016-10-20,fail
"Mills, Brown and Smith",2020-11-04,FinTech,India,3.0,19807648,1,4,2024-02-04,fail
Jensen Group,2018-05-10,SaaS,India,6.0,18883078,3,7,2025-03-31,fail
Cisneros and Sons,2021-06-26,E-Commerce,India,6.0,19658929,3,4,2024-06-14,fail
Mason Ltd,2020-04-28,HealthTech,Germany,1.0,9472735,1,6,2022-04-16,success
Rivera-Carroll,2015-09-26,E-Commerce,US,14.0,15034757,1,7,2016-10-15,fail
Hughes-Robles,2010-06-12,AI,UK,3.0,29268492,4,4,2015-03-06,success
"King, Knight and Smith",2016-04-16,,UK,0.0,10767650,3,3,2021-03-11,fail
"Franklin, Benson and Mendoza",2020-02-02,E-Commerce,Canada,6.0,18969374,3,6,2025-03-31,fail
